Title,Content,Link,Date,Author
Warszawa: Brutalny atak w stolicy. AKTYWISTA LGBT wepchnięty pod tramwaj! ,Dramat rozegrał się w czwartek. Aktywista LGBT o pseudonimie "Lu" został zaatakowany na ulicy. Napastnik rozpoznał go i wepchnął wprost pod nadjeżdżający tramwaj. - Ktoś mnie dzisiaj wepchnął pod tramwaj. Nic nie pamiętam - przekazał Lu w mediach społecznościowych. Napastnik rozpoznał go i zdecydował się zaatakować. Wiedział^ że aktywista wspiera ruch LGBT. Dzięki szybkiej reakcji motorniczego aktywista wyszedł ze zdarzania bez szwanku.  - Strasznie się boję poruszać^ cokolwiek robić - tłumaczy poszkodowany^ który nie ujawnia więcej szczegółów zdarzenia.  Dostała nowe życie^ które zaraz może stracić. Jej historia CHWYTA za serceŚrodowisko LGBT potraktowało to zdarzenie jako zamach na życie jednego z aktywistów. - Potwierdzona próba zabicia jednej z naszych osób. Ile jeszcze musi się zdarzyć^ żeby pobazgrane mury i wulgaryzmy były usprawiedliwione przez „sojuszników”? Jesteśmy bez przerwy wyzywane^ szarpane^ atakowane. - czytamy na profilu STOP BZDUROM. TO NIEWIARYGODNE! Kto ukradł uliczne latarnie? [GALERIA]Polecany artykuł:Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/warszawa/warszawa-brutalny-atak-w-stolicy-aktywista-lgbt-wepchniety-pod-tramwaj-aa-yfEH-pq9j-HaRx.html,2020-10-02,2020-10-02
Odkrywamy TAJEMNICE nowego ministra Czarnka. Pupilek Rydzyka wchodzi do rządu! ,Z mediów ojca Tadeusza Rydzyka (75 l.) do Ministerstwa Edukacji Narodowej i Nauki. Lubelski poseł Przemysław Czarnek (43 l.) został w środę nominowany na członka nowego rządu. Czy to otwiera szefowi Radia Maryja okno na edukację? Wiele na to wskazuje^ bo Czarnek to jeden z ulubieńców toruńskiego zakonnika!Czarnek regularnie występuje w mediach należących do imperium toruńskiego zakonnika – w Radiu Maryja i Telewizji Trwam. Bardzo często komentuje tam sprawy związane z tematyką LGBT^ zawsze ostro krytykując wpływ środowiska na ludzkie życie. Mówił o tym także po swoim powołaniu do składu rządu. – Tak jak zapewniałem^ będę bronił szkoły przed wojną ideologiczną^ serwowaną nie przez nas^ lecz przez tych ideologów genderowskich^ tych^ którzy próbują ideologizować polskie szkoły i wchodzić do szkół z ideologią LGBT – zapowiedział w TV Trwam. Trudno oczekiwać^ by jako konstytucyjny minister zmienił nagle swoje przekonania. Można założyć^ że otworzy toruńskiemu redemptoryście drzwi do większej aktywności na polu edukacji młodzieży.A kim właściwie jest Czarnek? To absolwent i wykładowca Katolickiego Uniwersytetu Lubelskiego. W latach studenckich był członkiem tajemniczego Akademickiego Klubu Myśli Społeczno-Politycznej Vade Mecum^ działającego na KUL-u.– To narodowy^ konserwatywny i katolicki klub dyskusyjny^ działający wewnątrz uniwersytetu – mówi nam były prezes klubu i były poseł PiS^ Artur Zawisza (51 l.). Pamięta Czarnka ze studiów i wspomina go jako „charakterystyczną postać”. – Miał temperament – zarówno osobisty^ jak i polityczny. Rzucał się w oczy^ nigdy nie siedział cicho w kąciku – mówi „Super Expressowi”. I dodaje^ że Czarnek jest otwartym i towarzyskim człowiekiem. – Kompan do tańca i do różańca – dodaje.A co z majątkiem Czarnka? Na biedę raczej nie może narzekać: według oświadczenia majątkowego ma na koncie ok. 20 tys. zł. Zadeklarował również dom i działkę warte łącznie ok. 1 mln zł. Rozwijamy nasz serwis dzięki wyświetlaniu reklam.Blokując reklamy^ nie pozwalasz nam tworzyć wartościowych treści. Wyłącz AdBlock i odśwież stronę. Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/wiadomosci/polityka/odkrywamy-tajemnice-nowego-ministra-edukacji-rydzyk-wchodzi-do-szkol-dzieki-czarnkowi-aa-WCaQ-uc9y-aTXN.html,2020-10-02,2020-10-02
Globe Soccer Awards RELACJA NA ŻYWO Dubaj 2020. Relacja LIVE z gali Globe Soccer Awards 2020,RELACJA NA ŻYWO Globe Soccer Awards Dubaj 2020. W niedzielę 27 grudnia przekonamy się^ czy Robert Lewandowski sięgnie po kolejną nagrodę indywidualną za swoje niezwykłe osiągnięcia w mijającym roku. Polak walkę o tytuł „Piłkarza Roku” toczy z Cristiano Ronaldo oraz Lionelem Messim. Warto zwrócić uwagę na to^ że w głosowaniu internautów napastnik Bayernu wcale nie był najlepszy.Robert Lewandowski ma za sobą wspaniały rok^ w którym wygrał wraz z Bayernem Monachium potrójną koronę^ będąc przy tym najlepszym zawodnikiem swojego zespołu. To przyczyniło się do tego^ że 32-letni napastnik zgarnia nagrodę za nagrodą. Polski piłkarz otrzymał już największe wyróżnienie m.in. od UEFA oraz FIFA^ stając się pierwszym zawodnikiem z naszego kraju^ który sięgnął po tytuł najlepszego piłkarza roku przyznawany przez światową organizację piłkarską. Teraz Robert Lewandowski walczy z Cristiano Ronaldo oraz Lionelem Messim o tytuł „Piłkarza Roku” na gali Globe Soccer Awards^ która odbędzie się w Dubaju.Relacja odświeża się po wciśnięciu przycisku f5.15:52Pierwszy wypowiedział się Iker Casillas^ teraz głos zabiorą Cristiano Ronaldo oraz Robert Lewandowski.15:47Teraz na scenie pojawili się Iker Casillas^ Robert Lewandowski i Cristiano Ronaldo. Wezmą oni udział w panelu dyskusyjnym na temat piłki nożnej.15:45Gianni Infantino zakończył swoje przemówienie^ a w międzyczasie pojawił się Robert Lewandowski.15:40W swoim przemówieniu Gianni Infantino wspomniał zmarłych niedawno Diego Maradonę oraz Paolo Rossiego.15:35Na scenie pojawił się Gianni Infantino^ który jako szef FIFA został zaproszony na galę w charakterze gościa specjalnego.15:26Rozpoczęcie gali zostało zaplanowane na 15:30. Oprócz rozdania nagród^ będziemy świadkami także przemówień m.in. Roberta Lewandowskiego^ Cristiano Ronaldo^ czy Ikera Casillasa.Witamy w relacji na żywo z gali Globe Soccer Awards 2020! w Armani Hotel w Dubaju przyznany zostanie m.in. tytuł Piłkarza Roku^ o który powalczy Robert Lewandowski!Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://sport.se.pl/pilka-nozna/liga-mistrzow/globe-soccer-awards-relacja-na-zywo-dubaj-2020-relacja-live-z-gali-globe-soccer-awards-2020-aa-uCCm-1qQw-77Su.html,2020-12-27,2020-12-27
Globe Soccer Awards Gala w Dubaju GDZIE OBEJRZEĆ O KTÓREJ GODZINIE Gala w Dubaju TRANSMISJA TV NA ŻYWO STREAM ONLINE LIVE,Globe Soccer Awards GDZIE OGLĄDAĆ galę w Dubaju O KTÓREJ GODZINIE gala Globe Soccer Awards TV TRANSMISJA NA ŻYWO STREAM ONLINE LIVE. Robert Lewandowski ma szansę zdobyć kolejne prestiżowe wyróżnienie. Polski napastnik wraz z żoną Anną i grupką przyjaciół zaraz po świętach poleciał do Dubaju^ gdzie już dzisiaj odbędzie się gala Globe Soccer Awards 2020. Gwiazdy futbolu a słynnym wieżowcu Burj Khalifa odbiorą piłkarskie nagrody^ a Lewandowski ma również wystąpić i opowiedzieć o swojej karierze i związanych z nią wyzwaniach. Polak jest nominowany w kategorii Piłkarz Roku. Gdzie obejrzeć galę Globe Soccer Awards 2020 O KTÓREJ GODZINIE gala w Dubaju TRANSMISJA ONLINE.Robert Lewandowski już dzisiaj na gali Globe Soccer Awards w Dubaju może odebrać kolejną prestiżową nagrodę. Polak został nominowany w kategorii Piłkarz Roku. Jego rywale to ponownie Cristiano Ronaldo i Leo Messi^ tak jak w przypadku plebiscytu FIFA na Najlepszego Piłkarza^ który "Lewy" wygrał. System wyłaniania triumfatora w Globe Soccer Awards jest nieco inny. Decydują głosy kibiców (internetowa sonda) oraz ekspertów^ ale dużo większe znaczenie mają głosy jurorów (60 proc. do 40 proc.). W głosowaniu fanów nieznacznie wygrał Cristiano Ronaldo z 42 proc. głosów^ a Lewandowski zgarnął ich 38 proc. Są jednak przecieki^ że podobnie jak w plebiscycie FIFA Polak zebrał więcej głosów wśrós jurorów. Lewandowski ma zatem ogromne szanse na wyprzedzenie portugalskiego gwiazdora i zgarnięcie nagrody dla Piłkarza Roku na gali Globe Soccer Awards 2020. Gwiazdor Bayernu zaraz po świętach wsiadł w samolot i wraz z żoną poleciał do Dubaju. Robert i Anna dzielili się już zdjęciami z tego miasta. Wcześniej bo już przed świętami do Dubaju wraz z całą rodziną poleciał Ronaldo. Przed galą i wręczaniem nagród kapitan reprezentacji Polski zabierze głos w czasie specjalnej konferencji . Lewandowski^ Cristiano Ronaldo i Iker Casillas opowiedzą^ jak wyglądała ich droga na piłkarskie szczyty. Potem wręczone zostaną nagrody. Poza Piłkarzem Roku wyróżnieni zostaną również Klub Roku^ Trener Roku^ Piłkarz Wieku (2001-2020)^ Klub Wieku (2001-2020)^ Trener Wieku (2001-2020) i Agent Wieku (2001-2020).Gala w Dubaju Globe Soccer Awards odbędzie się dzisiaj czyli w niedzielę 27 grudnia 2020 w hotelu Armani w wieżowcu Burj Khalifa. Wcześniej odbędzie się konferencja sportowa. Początek ceremonii o godzinie 15.30 polskiego czasu (18.30 czasu lokalnego). Transmisja tv na Eleven Sports 1 oraz online na kanale YouTube i w mediach społecznościowych Globe Soccer Awards.Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://sport.se.pl/pilka-nozna/reprezentacja-polski/globe-soccer-awards-gala-w-dubaju-gdzie-ogladac-o-ktorej-godzinie-gala-w-dubaju-tv-transmisja-na-zywo-stream-online-live-aa-dXgJ-bge6-4Jyt.html,2020-12-27,2020-12-27
Nowe ceny biletów MPK Wrocław. Ile od 1 stycznia zapłacimy za przejazd tramwajem?,Od 1 stycznia 2021 r. wzrosną opłaty za przejazd komunikacją miejską we Wrocławiu. Ceny biletów MPK Wrocław wzrosną nawet o kilkadziesiąt procent. Podwyżka opłat za bilety okresowe nie obejmie jednak osób^ które płacą podatki we Wrocławiu i korzystają z programu „Nasz Wrocław”.Nowe ceny biletów MPK Wrocław zaczną obowiązywać już od 1 stycznia. Podwyżka jest znaczna^ gdyż za bilety jednorazowe zapłacimy nawet o kilkadziesiąt procent więcej niż dotychczas.Nowe ceny biletów jednorazowych MPK Wrocław:Polecany artykuł:Podwyżka cen biletów okresowych imiennych nie będzie dotyczyła osób^ które płacą podatki we Wrocławiu i korzystają z programu „Nasz Wrocław”. Dla nich ceny tych biletów nie ulegną zmianie.Nowe ceny biletów okresowych MPK Wrocław:Polecany artykuł:Od 1 stycznia z komunikacji miejskiej we Wrocławiu będą mogły korzystać bezpłatnie osoby^ które ukończyły 65 lat. Do tej pory za darmo mogli podróżować po Wrocławiu seniorzy od 67. roku życia. Biletów nie będą musieli też kasować uczniowie^ którzy nie ukończyli jeszcze 21 lat^ inwalidzi wojenni i wojskowi^ posłowie i senatorowie^ część osób niepełnosprawnych^ zasłużeni honorowi krwiodawcy i dawcy przeszczepu^ a także osoby^ które spotkały się z represjami politycznymi w okresie PRL i dostały specjalną decyzję Szefa Urzędu do Spraw Kombatantów i Osób Represjonowanych.Polecany artykuł:Rozwijamy nasz serwis dzięki wyświetlaniu reklam.Blokując reklamy^ nie pozwalasz nam tworzyć wartościowych treści. Wyłącz AdBlock i odśwież stronę. Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://wroclaw.se.pl/nowe-ceny-biletow-mpk-wroclaw-ile-od-1-stycznia-zaplacimy-za-przejazd-tramwajem-aa-oMft-KZzX-SWMS.html,2020-12-27,2020-12-27
Okrutny mord na Bródnie! Strzelił 2-letniej Oleńce w głowę. Potem zabił jej mamę!,Dramat na Bródnie. Wojciech K.  umówił się z byłą żoną i córką na spotkanie. Zgodnie z decyzją sądu miał mieć z dziewczynką widzenie. W trakcie spotkania wyciągnął z kieszeni broń i na ulicy strzelił córce w głowę.  Gdy przerażona żona zaczęła uciekać oddał kilka zastrzałów w jej plecy i głowę. Na koniec popełnił samobójstwo na oczach mieszkańców. Zostawił list do matki i ministra Zbigniewa Ziobry. Do tragedii doszło przez godz. 14.00. Monika K. spacerowała ze swoją córeczką w pobliżu ul. Rzepichy. Nagle pojawił się Wojciech K.(34l.)^ były mąż kobiety i ojciec dziewczynki. Zgodnie z decyzją sądu rodzinnego miał mieć widzenie z 2-letnią Olą. Podszedł do nich^ z kieszeni wyciągnął broń i strzelił dziewczynce prosto w głowę. Malutka Oleńka padła na chodnik i zalała się krwią. Przerażona Monika K.^ zaczęła uciekać. Wtedy były mąż oddał kilka strzałów w jej plecy i głowę. Kobieta padła na chodniku parę metrów dalej. Mężczyzna po wszystkim poszedł do zaparkowanego przed garażami samochodu i na oczach mieszkańców popełnił samobójstwo. Jak się okazuje tej tragedii można było uniknąć.Polecany artykuł:Monika i Wojciech K. rozstali się krótko po narodzinach Oli. W sądzie trwała sprawa o alimenty. Wojciech K. nachodził żonę. Był znany policji za kradzieże z włamaniem. Nie miał też pozwolenia na broń. Chwilę przed morderstwem pracował za granicą. I już tam planował te zbrodnie od tygodni. Desperat napisał dwa listy pożegnalne^ jeden skierowany do matki^ drugi do Zbigniewa Ziobry. Policjanci znaleźli je w mieszkaniu. List do ministra sprawiedliwości miał aż 12 stron. Wojciech K. opisał w nim problemy w kontaktach z dzieckiem^ kłótnie z byłą żoną i wojnę z teściową. Wspominał też o problemach finansowych. W liście adresowanym do matki^ mężczyzna przeprosił za to co zrobił.Polecany artykuł:Ten potworny mord miał miejsce w listopadzie 2006 na Bródnie. Wojciech K. na zabójstwo wybrał dzień^ w którym wiedział^ że na pewno spotka się z dzieckiem i byłą żoną.Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/warszawa/okrutny-mord-na-brodnie-strzelil-2-letniej-olence-w-glowe-potem-zabil-jej-mame-aa-JxEo-9ekq-LzxD.html,2020-12-27,2020-12-27
Chłopak europosłanki przywalił Donaldowi Tuskowi! Soczyste uderzenie. Awantura na całą Europę,Ale się porobiło! Wydawało się^ że po spotkaniu z Martą Lempart i ostatnich wystąpieniach publicznych Donald Tusk stał się dla polskiej lewicowo-liberalnej opozycji pewnym sojusznikiem. Jedna osoba jednak ma powody do tego^ by się wkurzyć na byłego premiera. Od lat walczący o prawa osób LGBT chłopak europosłanki Sylwii Spurek przywalił Donaldowi Tuskowi. To było soczyste uderzenie! Zrobiła się awantura na całą Europę! A wy co myślicie? Czy partner Sylwii Spurek miał prawo tak potraktować Tuska? Piszcie w komentarzach. Po zakończeniu negocjacji ws. budżetu UE i powiązania go z zasadą praworządności sukces ogłosili premier Mateusz Morawiecki i najważniejsi politycy PiS. Z kolei Zbigniew Ziobro i jego Solidarna Polska uważają^ że brak weta ze strony polskiego rządu był poważnym błędem (CZYTAJ O TYM TUTAJ). Okazuje się jednak^ że ustalenia unijnego szczytu ws. budżetu UE podzieliły także opozycję. Co ciekawe^ potwornie oberwało się Donaldowi Tuskowi^ który przecież obecnie formalnie jest tylko szefem Europejskiej Partii Ludowej^ czyli teoretycznie nie ma wpływu na podejmowane tak ważnych decyzji. W byłego premiera jednak ostro przywalił Marcin Anaszewicz^ chłopak europosłanki Sylwii Spurek^ który wspólnie z Robertem Biedroniem zakładał Wiosnę. "Kiedy Donald Tusk mówi: nikt za Was tego nie zrobi^ to znaczy - nie liczcie na zmiany^ bo dla nas kompromis był/jest najważniejszy... Wynik ustaleń wczorajszego szczytu to mega porażka. I najbliższe lata pokażą^ że ofiarami tego "sukcesu" są/będą kobiety i osoby LGBT+. Zakład?" - grzmiał partner Sylwii Spurek. CZYTAJ TEŻ: Tekstowa pomoc psychologiczna? W niepewnych czasach możesz mieć przy sobie psychologaSoczyste uderzenie Anaszewicza chyba spodobało się jego dziewczynie. Sylwia Spurek bowiem polubiła wpis swojego chłopaka na Twitterze. No i znowu mamy polską awanturę na całą Europę! Rozwijamy nasz serwis dzięki wyświetlaniu reklam.Blokując reklamy^ nie pozwalasz nam tworzyć wartościowych treści. Wyłącz AdBlock i odśwież stronę. Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/wiadomosci/polityka/donald-tusk-sylwia-spurek-lgbt-aa-Pzdo-hHHg-TjjU.html,2020-12-14,2020-12-14
Przemysław Czarnek jest kimś zupełnie innym! Minister przyparty do muru musiał to wyznać. Szok!,Przemysław Czarnek odkąd został ministrem edukacji i nauki^ z marszu stał się nie tylko jednym z najpopularniejszych ministrów w rządzie PiS^ lecz także jednym z najbardziej kontrowersyjnych. Powszechnie Czarnek uchodzi za radykała^ który nie uznaje innych niż skrajnie prawicowe poglądy. Tymczasem ze słów ministra wynika^ że jest kimś zupełnie innym niż Czarnkiem przedstawianym przez media. Jaka jest prawda o Przemysławie Czarnku? Minister przyparty do muru musiał to wyznać! Przemysław Czarnek to jeden z największych wrogów dla środowiska LGBT. Ostatnie słowo^ jakie działaczom LGBT kojarzy się z ministrem edukacji i nauki^ jest "tolerancja". Dziwić zatem musi to^ co Czarnek powiedział w rozmowie z "Kurierem Lubelskim". Dla wielu osób będzie ton prawdziwy szok! - Jestem do bólu tolerancyjny. Mogę o tym rozmawiać. Chrześcijaństwo nakazuje mądrą miłość każdego bliźniego^ a tolerancję właśnie stawia na najwyższych szczeblach hierarchii pożądanych zachowań - wypalił minister. To jednak nie wszystko! Przemysław Czarnek odniósł się też do zapowiadanych zmian w szkole. Wygląda na to^ że minister nieco zmiękł. - Media próbują ze mnie zrobić rewolucjonistę^ a ja jestem wolnościowcem i żadnych radykalnych zmian w szkole nie będzie - zapowiedział. Czy jest zatem szansa na to^ że łagodny Czarnek poprze na przykład małżeństwa osób LGBT? Na to liczyć raczej nie można. CZYTAJ TAKŻE: To już nie przelewki! Wałęsa pokazał groźby do Morawieckiego. "Tylko spróbuj^ draniu". Robi się niebezpiecznie...ZOBACZ TEŻ: Przemysław Czarnek przytula młodego blondyna. Zdjęcie mówi wszystko! Kto by się spodziewał?!Rozwijamy nasz serwis dzięki wyświetlaniu reklam.Blokując reklamy^ nie pozwalasz nam tworzyć wartościowych treści. Wyłącz AdBlock i odśwież stronę. - Nikt nikomu w Polsce nie zabrania tworzenia wspólnot innych niż związek małżeński i innych niż kobiety i mężczyzny. Nie ma zakazu mieszkania razem dwóch^ czy większej liczby kobiet czy dwóch^ albo nawet większej liczby mężczyzn^ którzy chcą siebie nazywać rodziną. Mogą po sobie dziedziczyć^ odwiedzać się w szpitalu. Jednak pod ochroną prawną Konstytucji RP jest tylko rodzina i małżeństwo jako związek kobiety i mężczyzny. Jeśli chcemy to zmienić^ wymaga to rewizji Konstytucji. Ale byłoby też to działanie aspołeczne^ sprzeczne z interesem naszego społeczeństwa^ zwłaszcza jego młodych i przyszłych pokoleń. To tym pokoleniom jesteśmy winni solidarność^ poprzez nasze odpowiedzialne decyzje - podkreślił Przemysław Czarnek. Jak Wam się podoba łagodny wizerunek ministra edukacji i nauki? Dajcie znać w komentarzu.  Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/wiadomosci/polityka/przemyslaw-czarnek-jest-kims-zupelnie-innym-minister-przyparty-do-muru-musial-to-wyznac-szok-aa-4kCv-EkN9-m3kg.html,2020-12-07,2020-12-07
Papież JEDNOZNACZNIE o gejach i lesbijkach. Wierzący będą w SZOKU!,Po raz kolejny Papież Franciszek wypowiedział się w sprawie par homoseksualnych. Tym razem wymowne słowa padły ze słów Papieża w filmie dokumentalnym poświęconym roli homoseksualistów w kościele. Kolejny raz papież Franciszek wypowiada się na temat osób homoseksualnych i udziela im wsparcia. Już w 2018 r. Franciszek przyjął na audiencje molestowanego seksualnie mężczyznę Juana Carlosa Cruza. Dopuścił się tego jeden z chilijskich księży. Papież przyjął mężczyznę tymi słowami. -Bóg stworzył cię gejem i takiego cię kocha. Twoja seksualność nie ma dla niego znaczenia - takie słowa usłyszał homoseksualista od papieża.Warszawa. Wraca zdalna nauka w szkołach podstawowych?Teraz Evgeny Afineevsky - filmowiec^ zapytał papieża o rolę katolików LGBT w kościele. - Homoseksualiści mają prawo być częścią rodziny. Są dziećmi Bożymi i mają prawo do rodziny. Nikt nie powinien być z tego powodu odtrącany i upokarzany. Pary homoseksualne zasługują na prawną ochronę dla swoich związków - odpowiedział papież Franciszek. Papież zachęcał katolików^ by skupili się na człowieczeństwie osób LGBT^ bo kim jesteśmy żeby sądzić?Polecany artykuł:Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/wiadomosci/swiat/papiez-jednoznacznie-o-gejach-i-lesbijkach-wierzacy-beda-w-szoku-aa-nWy5-75fv-Fisa.html,2020-10-21,2020-10-21
HOMOWPADKA Czarnka! Wywlekli mu to akurat teraz... KOMPROMITUJĄCE?,Oj^ chyba nie tak wyobrażał sobie początek pracy w Ministerstwie Edukacji i Nauki Przemysław Czarnek. Były wojewoda lubelski zaczął od mocnego akcentu^ odwołując odpowiedzialną za treści w podręcznikach i podstawy programowe dyrektor Alinę Sarcecką. Przeciwnicy Czarnka jednak nie śpią i wywlekli mu coś^ co wielu uzna za kompromitujące. Chodzi o wypowiedź szefa resortu edukacji i nauki o... małżeństwach zwierząt. Homowpadka Przemysława Czarnka została przypomniana akurat teraz^ gdy stał się członkiem rządu. Jeden z internautów postanowił przytoczyć słowa Czarnka o małżeństwach jednopłciowych. Kontrowersyjny polityk podczas jednego z wykładów wypalił bowiem^ że: "coś takiego w przyrodzie w ogóle nie występuje". "Prostuję: w przyrodzie w ogóle nie występują małżeństwa^ a homoseksualny seks można zaobserwować nawet wśród psów i kotów" - tak do tych słów odniósł się jeden z użytkowników Twittera. Drwinom z ministra nie było końca. "Ale może choć śluby kościelne występują w przyrodzie?"^ "Idąc tokiem myślenia Czarnka^ małżeństwa są nienaturalne^ bo w przyrodzie nie występują" - kpili internauci. Co ciekawe^ jedna z użytkowniczek Twittera zdradziła^ że jej pies był... gejem. Podobnie zresztą jak kot autora wpisu.ZOBACZ TAKŻE: Potworna perspektywa Beaty Szydło! WSYPIE kolegów^ by UNIKNĄĆ KARY?Rozwijamy nasz serwis dzięki wyświetlaniu reklam.Blokując reklamy^ nie pozwalasz nam tworzyć wartościowych treści. Wyłącz AdBlock i odśwież stronę. Żaden utwór zamieszczony w serwisie nie może być powielany i rozpowszechniany lub dalej rozpowszechniany w jakikolwiek sposób (w tym także elektroniczny lub mechaniczny) na jakimkolwiek polu eksploatacji w jakiejkolwiek formie^ włącznie z umieszczaniem w Internecie bez pisemnej zgody właściciela praw. Jakiekolwiek użycie lub wykorzystanie utworów w całości lub w części z naruszeniem prawa^ tzn. bez właściwej zgody^ jest zabronione pod groźbą kary i może być ścigane prawnie.,http://www.se.pl/wiadomosci/polityka/homowpadka-czarnka-wywlekli-mu-to-akurat-teraz-kompromitujace-aa-v4VR-2m1i-d3JP.html,2020-10-20,2020-10-20
